,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,Gaibandha,,,,,,,,,,
2,,,,,,,,,,,
3, Upazila,Sonali bank - Number of branch,Sonali bank - Account - S.D,Sonali bank - Account - C.D,Sonali bank - Account - F.D,Sonali bank - Account - S.T.D,Janata bank - Number of branch,Janata bank - Account - S.D,Janata bank - Account - C.D,Janata bank - Account - F.D,Janata bank - Account - S.T.D
4,Fulchhari,1,7495,846,86,125,0,0,0,0,0
5,Gaibandha Sadar,4,24695,3337,318,217,4,33709,2704,603,104
6,Gobindaganj,5,42673,1698,555,133,1,8000,1500,35,10
7,Palashbari,1,11039,1064,300,306,1,5271,843,113,15
8,Sadullapur,1,72,15,72,60,0,0,0,0,0
9,Saghata,3,19143,229,106,26,0,0,0,0,0
10,Sundarganj,1,948,5,107,101,2,26415,994,119,37
11,Total,16,106065,7194,1544,968,8,73395,6041,870,166
