,0,1,2,3,4,5,6,7,8
0,"Number of secondary school, teacher and student by municipality 2011",,,,,,,,
1,,,,,,,,,
2, Municipality, Number of Inst.,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total, Students per teacher
3,Kushtia Sadar,17,174,85,259,4223,3210,7433,29
4,Bheramara,5,27,21,68,1318,1460,2778,41
5,Daulatpur,0,0,0,0,0,0,0,
6,Khoksa,4,47,24,71,1650,1371,3021,42
7,Kumarkhali,4,44,22,66,1137,1121,2258,34
8,Mirpur,7,46,22,68,935,1069,2004,29
9,Total,37,338,174,532,9263,8231,17494,32
