,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2, Municipality,Primary school - Govt,Primary school - Non- Govt,Primary school - Total,Number of teacher - Govt,Number of teacher - Non- Govt,Number of teacher - Total,Number of student - Govt,Number of student - Non- Govt,Number of student - Total,Students per teacher
3,Kushtia Sadar,13,4,17,70,12,82,3655,1376,5031,61
4,Bheramara,3,2,5,18,8,26,1838,749,2587,100
5,Daulatpur,0,0,0,0,0,0,0,0,0,0
6,Khoksa,4,5,9,32,20,52,1497,785,2284,44
7,Kumarkhali,4,4,8,36,16,52,1388,832,2220,43.
8,Mirpur,3,3,6,25,11,36,637,297,934,26
9,Total,27,18,45,181,67,248,9015,4039,13056,52.64
