,0,1,2,3,4,5,6,7,8
0,"Number of technical and vocational institution, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Institutions,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Kushtia Sadar,7,108,25,133,2743,425,3168,24
4,Bheramara,0,0,0,0,0,0,0,0
5,Daulatpur,1,15,1,16,584,33,617,38.56
6,Khoksa,0,0,0,0,0,0,0,0
7,Kumarkhali,0,0,0,0,0,0,0,0
8,Mirpur,1,3,0,3,534,202,736,1245
9,Total,9,126,26,152,3861,660,4521,102
