,0,1,2,3,4,5
0,"Name of land, river, sea port, important or historical,  tourist places, objects, important , famous crop or food production 2011",,,,,
1,,,,,,
2,  Upazila, Name of Land/River port, Name of Important or historical/ Tourist places,Name of important /famous crop or food production,Customer care service Provider’s name of cell phone operators,Distance between district head quarter & upazila by road (km)
3,Chandpur Sadar,Chandpur nodi bandar,-,Rice,Grameen Phone & Robi,-
4,Foridganj,-,Sahebganj Nilkhoti,Rice,Grameen Phone,18
5,Haimchar,-,-,Rice,Grameen Phone,18
6,Hajiganj,-,Hajiganj Boro Moszid,Patato,Grameen Phone,20
7,Kachua,-,Mansamura,Rice,Grameen Phone,48
8,Matlab Dakshin,-,Janypur Khanka Shorif,Rice,Grameen Phone,18
9,Matlab Uttar,-,Langtar Mazar Badarpur,Rice,Grameen Phone,33
10,Shahrasti,-,Shahrasti Mazar,Rice,Grameen Phone,37
