,0,1,2,3,4,5,6,7,8
0,"Number of filling station, fire brigade station, police station, camp, union land (tohsil) office, BOP (BGB camp), cyber cafe 2011",,,,,,,,
1,"
Upazila",Filling station,"Fire
brigade station","Police
station/ camp","Union land
(tohsil) office","Sub-
registry office","BOP (BGB
camp)","ISP
provider",Cyber cafe
2,Chakaria,10,1,6,1,1,0,0,3
3,Cox's Bazar Sadar,6,1,3,2,1,1,20,10
4,Kutubdia,0,0,1,2,1,0,7,0
5,Moheshkhali,1,0,3,6,1,0,9,5
6,Pekua,0,0,0,0,0,0,0,0
7,Ramu,4,0,2,4,1,1,11,3
8,Teknaf,4,0,4,2,1,10,1,4
9,Ukhia,1,0,1,3,1,2,5,8
10,Total,26,2,20,20,7,14,53,33
