,0,1,2,3,4,5,6
0,Number of holding reporting cattle head 2008,,,,,,
1,,,,,,,
2, Upazila, Total holding,Number of holding based on cattle heads,Number of holding based on cattle heads,Number of holding based on cattle heads,Number of holding based on cattle heads,Number of holding based on cattle heads
3, Upazila, Total holding,1-3 head,4-6 head,7 -9 head,10-15 head,15 head & above
4,Chakaria,67416,46381,11002,5012,3820,1201
5,Cox's Bazar Sadar,24350,35,17,11,5,2
6,Kutubdia,13250,6715,5190,1345,0,0
7,Moheshkhali,8819,5309,3510,0,0,0
8,Pekua,22393,8393,6201,4008,3201,590
9,Ramu,14840,7280,4126,2434,640,360
10,Teknaf,222244,2184,10402,7992,1080,586
11,Ukhia,13660,0,0,0,0,0
12,Total,386972,76297,40448,20802,8746,2739
