,0,1,2,3,4,5,6,7,8
0,"Number of technical and vocational institution, teacher and student 2011",,,,,,,,
1,Rajbari,,,,,,,,
2,,,,,,,,,
3,Upazila, Institution,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Baliakandi,3,12,6,18,120,240,360,20
5,Goalanda,2,3,2,5,60,18,78,15
6,Kalukhali,0,0,0,0,0,0,0,0
7,Pangsha,0,0,0,0,0,0,0,0
8,Rajbari Sadar,3,19,10,29,742,175,917,32
9,Total,8,34,18,52,922,433,1355,22
