,0,1,2,3,4
0,Area and production at tobacco in following years,,,,
1,Rajbari,,,,
2,(Area in acre and production in metric ton),,,,
3,Upazila,2010-11 - Area,2010-11 - Production,2009-10 - Area,2009-10 - Production
4,Baliakandi,25,50,37,82
5,Goalanda,130,79,147,73
6,Kalukhali,6,3,6,3
7,Pangsha,9,5,9,5
8,Rajbari Sadar,87.1,1.09,237.12,2.96
9,Total,257.1,138.09,436.12,165.96
