,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,Naogaon,,,,,
2,,,,,,
3,Upazila,UREA,TSP,MP,DAP,Others
4,Atrai,12494,7384,5660,717,1250
5,Badalgachhi,9475,5686,3791,4549,2
6,Dhamoirhat,7700,1160,1280,1945,2250
7,Manda,10300,1550,1715,2600,3000
8,Mahadebpur,12900,2283,2419,4434,2183
9,Naogaon sadar,8083,686,1266,1665,322
10,Niamatpur,8650,1300,1440,2185,600
11,Patnitala,9604,1245,2109,1375,867
12,Porsha,6300,1115,1181,2165,1090
13,Raninagar,8602,1523,1613,2957,608
14,Sapahar,2050,270,445,165,0
15,Total,96158,24202,22919,24757,12172
