,0,1,2,3,4,5,6
0,"Area and production of mango, litchi and blackberry 2010-11",,,,,,
1,Naogaon,,,,,,
2,(Area in acre and production in metric ton),,,,,,
3,Upazila,Mango Area,Mango Production,Litchi Area,Litchi Production,Blackberry Area,Blackberry Production
4,Atrai,23,160,2,45,30,209
5,Badalgachhi,40,409,1238,60,1958,91
6,Dhamoirhat,250,2097,25,14,12,5
7,Manda,157,4606,0,326,0,16
8,Mahadebpur,497,348,85,376,45,13
9,Naogaon sadar,74,444,5,20,12,27
10,Niamatpur,522,1953,0,21,0,26
11,Patnitala,840,4060,11,44,10,12
12,Porsha,413,1283,0,0,0,0
13,Raninagar,19,115,0,0,8,11
14,Sapahar,131,1821,0,0,483,8
15,Total,2966,17296,1366,906,2558,418
