,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,Kurigram,,,,,,,
2,,,,,,,,
3, Upazila,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained midwife
4,Bhurungamari,40,15,2,665,3,54,175
5,Char Rajibpur,7,45,10,125,15,23,0
6,Chilmari,17,25,45,145,39,65,25
7,Kurigram Sadar,170,21,61,1863,173,71,18
8,Nageshwari,51,15,2,665,3,65,225
9,Phulbari,57,32,25,625,30,49,0
10,Rajarhat,26,3,2,25,1,32,9
11,Raumari,70,45,47,375,210,85,0
12,Ulipur,62,45,50,1505,65,63,35
13,Total,500,246,244,5993,539,507,487
