,0,1,2,3,4,5,6
0,Number of holding reporting cattle head 2008,,,,,,
1,Kurigram,,,,,,
2,,,,,,,
3, Upazila, Total holding,Number of holding based on cattle heads - 1-3 head,Number of holding based on cattle heads - 4-6 head,Number of holding based on cattle heads - 7 -9 head,Number of holding based on cattle heads - 10-15 head,Number of holding based on cattle heads - 15 head  above
4,Bhurungamari,91750,50580,30960,10210,0,0
5,Char Rajibpur,7469,5037,2405,17,10,0
6,Chilmari,26560,17595,545,280,135,5
7,Kurigram Sadar,26599,18039,6472,2000,62,26
8,Nageshwari,65935,21655,10624,5334,3422,1500
9,Phulbari,19725,17998,17804,14601,0,0
10,Rajarhat,21873,11719,8643,920,482,103
11,Raumari,20376,14302,5342,557,132,43
12,Ulipur,31400,25000,6300,100,0,0
13,Total,311687,181925,89095,34019,4243,1677
