,0,1,2,3,4,5
0,"Area, population and density of population by municipality 2011",,,,,
1,Chandpur,,,,,
2,,,,,,
3, Municipality,Area (In sq. km.),Population Census-2011 - Male,Population Census-2011 - Female,Population Census-2011 - Both sex,Density per sq.km.
4,Chandpur Sadar,22.9,79799,79222,159021,69441.14
5,Foridganj,19.75,16626,18464,35090,1776.7
6,Hajiganj,18.5,31735,32157,63892,3453.62
7,Kachua,10.25,13371,13653,27024,2636.48
8,Matlab Dakshin,30.93,28051,31235,59286,1916.77
9,Matlab Uttar,0,18093,18598,36691,0
10,Shahrasti,15.65,13695,14592,28287,1807.47
11,Total,117.98,201370,207921,409291,81032.18
