,0,1,2,3,4,5,6,7,8
0,Progress of rural electrification 2011,,,,,,,,
1,Manikganj,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of electrified -  Village,Number of electrified - Residential holding,Number of electrified - Large scale industry,Number of electrified - Small scale Industry,Number of electrified - Deep tube- well,Number of electrified - Power pump,Number of electrified - Commercial holding,Number of electrified -  Others
4,Daulotpur,54,7053,0,72,0,0,0,0
5,Gheor,95,11984,1,141,80,0,1620,946
6,Horirampur,108,12682,0,129,18,470,1615,192
7,Manikganj Sadar,270,39728,76,369,162,16,4770,0
8,Saturia,185,21283,5,130,20,0,2500,0
9,Shibalaya,140,12594,0,178,52,646,1251,0
10,Singair,145,27166,5,303,68,0,3298,0
11,Total,997,132490,87,1322,400,1132,15054,1138
