,0,1,2,3,4,5,6,7,8
0,"Number of filling station, fire brigade station, police station, camp, union land (tohsil) office, BOP (BGB camp), cyber cafe 2011",,,,,,,,
1,Netrokona,,,,,,,,
2,,,,,,,,,
3,Upazila,Filling station,Fire brigade station,Police station/ camp,Union land (tohsil) office,Sub- registry office,BOP (BGB camp),ISP provider,Cyber cafe
4,Atpara,0,1,1,7,1,0,0,0
5,Barhatta,0,0,2,7,1,0,0,0
6,Durgapur,0,0,1,7,1,4,0,0
7,Kalmakanda,0,0,3,8,1,4,0,0
8,Kendua,0,0,2,13,1,0,0,0
9,Khaliajuri,0,0,1,6,1,0,0,0
10,Madan,0,0,1,9,1,0,0,0
11,Mohanganj,0,1,1,3,1,0,0,0
12,Netrokona Sadar,2,1,5,13,1,1,0,0
13,Purbadhala,0,0,2,11,1,0,0,0
14,Total,2,3,19,84,10,9,0,0
