,0,1,2,3,4
0,Number of branch of nationalized commercial bank 2011,,,,
1,Upazila,Number of branch,"Number of
employee","Number of
savings A/C","Number of
current A/C"
2,Atrai,9,63,44275,3660
3,Badalgachhi,4,31,27973,255
4,Dhamoirhat,5,63,74031,2900
5,Manda,6,66,33166,3136
6,Mahadebpur,6,44,37052,1549
7,Naogaon sadar,10,164,77461,6188
8,Niamatpur,3,32,11458,921
9,Patnitala,5,62,33796,4957
10,Porsha,4,28,12080,1137
11,Raninagar,4,35,10162,537
12,Sapahar,5,37,30081,1918
13,Total,61,625,391535,27158
