,0,1,2,3,4,5,6
0,Land area under irrigation for selected crops 2008,,,,,,
1,"
Upazila",Paddy,Paddy,Wheat,Wheat,Potato,Potato
2,"
Upazila",Total area,Irrigated area,Total area,Irrigated area,Total area,Irrigated area
3,Atrai,66053,51694,871,871,5173,5173
4,Badalgachhi,66259,39102,408,408,8467,8467
5,Dhamoirhat,106310,59305,684,684,4393,4393
6,Manda,106531,63221,1612,1612,4850,4850
7,Mahadebpur,133098,63598,749,749,4500,4500
8,Naogaon sadar,65881,47230,696,696,5891,5891
9,Niamatpur,133524,63912,3706,3706,2116,2116
10,Patnitala,124755,56312,1629,1629,3756,3756
11,Porsha,53436,21309,1963,1963,1127,1127
12,Raninagar,94156,50677,111,111,2076,2076
13,Sapahar,70062,30534,4056,4056,1728,1728
14,Total,1020065,546894,16485,16485,44077,44077
