,0,1,2,3,4
0,Number of branch of Grameen bank 2011,,,,
1,Upazila,Number of branch,Number of employee,Number of member,Number of account
2,Austagram,1,8,3200,3380
3,Bajitpur,5,40,15000,920
4,Bhairab,4,29,11827,1620
5,Hossainpur,1,8,4320,4752
6,Itna,1,8,2293,2800
7,Karimganj,4,30,14520,10284
8,Katiadi,10,67,28394,38804
9,Kishoreganj Sadar,5,30,14252,14252
10,Kuliar-char,3,18,6580,6580
11,Mithamain,1,7,1754,2254
12,Nikli,1,6,3975,5034
13,Pakundia,5,42,12220,23290
14,Tarail,4,22,0,0
15,Total,45.00,315.00,118335.00,113970
