,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,,
1,,,,,,
2, Upazila, Rickshaw, Van,Easy bike and auto-rickshaw, Tempo,Nochimon/ korimon/ bhotvoti
3,Adarsha Sadar,9566,890,1670,985,0
4,Barura,640,120,415,18,45
5,Brahmanpara,150,170,350,0,66
6,Burichang,220,220,508,45,110
7,Chandina,730,63,85,320,12
8,Chauddagram,4000,160,270,25,20
9,Comilla Sadar Dakshin,251,73,126,29,31
10,Daudkandi,800,210,87,20,30
11,Debidwar,40,30,100,224,55
12,Homna,590,350,175,155,120
13,Laksam,1300,12,10,10,15
14,Monoharganj,230,25,62,15,12
15,Meghna,209,95,120,0,15
16,Muradnagar,325,165,450,425,72
17,Nangalkot,160,10,15,4,0
18,Titas,465,75,32,340,55
19,Total,19676,2668,4475,2615,658
