,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
3, Upazila,Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
4, Upazila,Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
5,Adarsha Sadar,4,1964,2411,726,110,6,34779,4979,789,117
6,Barura,4,16764,453,199,22,2,7749,223,98,2
7,Brahmanpara,1,1963,5,179,120,2,487,54,32,22
8,Burichang,3,3620,15,220,320,2,520,84,50,32
9,Chandina,1,10436,1837,273,0,1,13732,999,293,28
10,Chauddagram,2,2768,123,165,18,5,14,614,824,92
11,Comilla Sadar Dakshin,4,2365,0,410,61,4,7607,509,155,15
12,Daudkandi,4,0,19,634,246,3,6019,879,364,17
13,Debidwar,1,10137,408,150,29,2,10195,401,394,5
14,Homna,1,6105,55,102,35,3,0,629,261,42
15,Laksam,1,7366,503,148,55,1,0,0,0,0
16,Monoharganj,1,1150,190,10,5,0,0,0,0,0
17,Meghna,1,4335,396,95,14,0,0,0,0,0
18,Muradnagar,4,23554,1344,255,62,4,30172,1654,442,19
19,Nangalkot,1,13833,0,74,32,2,12595,805,80,12
20,Titas,0,0,0,0,0,1,14265,380,111,12
21,Total,33,106360,7759,3640,1129,38,138134,12210,3893,415
