,0,1,2,3,4
0,Cotton and Sericulture cultivation for the year 2010-11,,,,
1,Dinajpur,,,,
2,,,,,
3,(Area in acre and production in metric ton) -  Upazila,(Area in acre and production in metric ton) - All cotton - Area,(Area in acre and production in metric ton) - All cotton - Production,(Area in acre and production in metric ton) - Sericulture - Area,(Area in acre and production in metric ton) - Sericulture - Production
4,Biral,6,3,0,0
5,Birampur,0,0,0,0
6,Birganj,0,0,0,0
7,Bochaganj,100,10,0,0
8,Chirirbandar,0,0,0,0
9,Dinajpur Sadar,120,31,85,5
10,Fulbari,0,0,0,0
11,Ghoraghat,0,0,0,0
12,Hakimpur,1,0,0,0
13,Kaharole,0,0,0,0
14,Khansama,0,0,0,0
15,Nawabganj,0,0,0,0
16,Parbatipur,0,0,0,0
17,Total,227,44,85,5
