,0,1,2,3,4,5,6,7,8,9,10
0,Number of bank branch and account of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank Number of branch Number of branch,Krishi bank Account S.D,Krishi bank Account C.D,Krishi bank Account F.D,Krishi bank Account S.T.D,Co-operative bank Number of branch Number of branch,Co-operative bank Account S.D,Co-operative bank Account C.D,Co-operative bank Account F.D,Co-operative bank Account S.T.D
3,Chandpur Sadar,5,24894,291,321,35,1,0,0,0,0
4,Foridganj,4,8375,37,101,25,0,0,0,0,0
5,Haimchar,2,18197,68,175,15,0,0,0,0,0
6,Hajiganj,3,30790,448,299,9,0,0,0,0,0
7,Kachua,3,12838,115,85,13,0,0,0,0,0
8,Matlab Dakshin,3,16438,93,215,7,0,0,0,0,0
9,Matlab Uttar,3,13511,105,221,10,0,0,0,0,0
10,Shahrasti,3,11907,158,270,8,0,0,0,0,0
11,Total,26,136950,1315,1687,122,1,0,0,0,0
