,0,1,2,3,4
0,Number of low lift pump scheme 2010-11,,,,
1,,,,,
2, Upazila,Number of pumps fielded - Electric,Number of pumps fielded - Diesel,Number of pumps fielded - Total,Area irrigated (in acre)
3,Bhaluka,345,4153,4498,22072
4,Dhobaura,22,2412,2434,18414
5,Fulbaria,290,2076,2386,12925
6,Gaffargaon,89,498,587,11100
7,Gauripur,1820,5068,6888,49500
8,Haluaghat,200,3714,3914,32921
9,Ishwargonj,1460,3080,4540,42422
10,Muktagacha,349,1660,2009,5743
11,Mymensingh Sadar,2047,3530,5577,33061
12,Nandail,466,1349,1815,34700
13,Phulpur,2915,14065,16980,43786
14,Trishal,343,827,1170,980
15,Total,10346,42432,52798,307624
