,0,1,2,3,4,5,6,7,8
0,"Number of kindergarten school (pre schooling), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of kindergarten school,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Student per teacher
3,Bishwamvarpur,6,20,25,45,500,491,991,22
4,Chhatak,25,40,60,100,3767,3772,7539,75
5,Dakshin Sunamganj,5,11,8,19,200,140,340,17
6,Derai,6,6,18,24,332,419,751,31
7,Dharmapasha,11,20,40,60,537,663,1200,20
8,Doarabazar,5,12,10,22,200,160,360,16
9,Jagannathpur,8,30,17,47,459,498,957,20
10,Jamalganj,2,8,10,18,115,105,220,12
11,Shalla,1,1,6,7,43,58,101,14
12,Sunamganj Sadar,14,56,84,140,1078,1260,2338,16
13,Tahirpur,4,14,4,18,209,223,432,24
14,Total,87,218,282,500,7440,7789,15229,30
