,0,1,2,3,4,5,6,7,8
0,"Number of nadrasah, teacher and student under the madrasah education board 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Number of Madrasah,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
3,Bhola Sadar,45,676,87,763,5141,9055,14176,19
4,Burhanuddin,39,646,0,646,6532,8739,15271,24
5,Char Fasson,70,802,51,853,20832,19208,40040,47
6,Daulatkhan,21,251,25,276,3125,4225,7350,27
7,Lalmohan,45,632,36,668,6580,7868,14448,22
8,Manpura,6,58,1,59,470,730,1200,20
9,Tazumuddin,15,184,11,195,1540,2432,3972,20
10,Total,241,3249,211,3460,44220,52257,96457,28
