,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,,,,,,,
2,(Area in Acre) -  Upazila,(Area in Acre) - Pond - Number,(Area in Acre) - Pond - Area,(Area in Acre) - Dighee - Number,(Area in Acre) - Dighee - Area,(Area in Acre) -  Other area,(Area in Acre) -  Total area
3,Chakaria,5060,824,525,620,22046,23490
4,Cox's Bazar Sadar,945,375,15,20,1920,24
5,Kutubdia,128,0,0,0,0,128
6,Moheshkhali,570,375,1,5,100,480
7,Pekua,2780,550,0,0,7,350
8,Ramu,870,358,6,13,185,556
9,Teknaf,275,276,0,0,6468,10743
10,Ukhia,820,66,18,32,18,115
11,Total,11448,2824,565,690,30743,35886
