,0,1,2,3,4,5,6,7,8
0,"Number of Government colleges, teachers and students 2011",,,,,,,,
1,Rangpur,,,,,,,,
2,,,,,,,,,
3,Thana/Upazila Name,Number of college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Badarganj,0,0,0,0,0,0,0,0
5,Gangachara,0,0,0,0,0,0,0,0
6,Kaunia,0,0,0,0,0,0,0,0
7,Mithapukur,0,0,0,0,0,0,0,0
8,Pirgachha,0,0,0,0,0,0,0,0
9,Pirganj,0,0,0,0,0,0,0,0
10,Rangpur Sadar,3,185,63,248,20081,16059,36140,146
11,Taraganj,0,0,0,0,0,0,0,0
12,Total,3,185,63,248,20081,16059,36140,146
