,0,1,2,3,4,5,6,7,8
0,Distribution of chemical fertilizer 2010-11,,,,,,,,
1,Rangpur,,,,,,,,
2,(in metric ton),,,,,,,,
3,Upazila,UREA,TSP,MP,DAP,HP,NPK,SP,Others
4,Badarganj,12175,7760,8380,1110,5275,621,78,730
5,Gangachara,9100,2800,1500,800,0,0,0,2100
6,Kaunia,5630,1190,980,490,0,0,200,110
7,Mithapukur,22580,6580,520,6313,0,0,0,6550
8,Pirgachha,9981,2541,1746,508,0,0,0,2000
9,Pirganj,16990,10390,9130,1375,0,0,0,6710
10,Rangpur Sadar,15685,8675,8915,1240,0,0,0,8424
11,Taraganj,7345,4615,4815,445,0,0,0,4710
12,Total,99486,44551,35986,12281,5275,621,278,31334
