,0,1,2,3,4,5
0,Number of pottery industry and person engaged 2011,,,,,
1,,,,,,
2, Upazila,Number of unit,Investment ( in lac taka),Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Bishwamvarpur,0,0,0,0,0
4,Chhatak,27,3.51,62,37,99
5,Dakshin Sunamganj,3,1.5,12,12,24
6,Derai,20,1.85,20,22,42
7,Dharmapasha,50,11,93,51,144
8,Doarabazar,0,0,0,0,0
9,Jagannathpur,2,0.6,6,0,6
10,Jamalganj,5,2,10,0,10
11,Shalla,0,0,0,0,0
12,Sunamganj Sadar,0,0,0,0,0
13,Tahirpur,0,0,0,0,0
14,Total,107,105.5,208,123,331
