,0,1,2,3,4
0,Number of branch of nationalized commercial bank 2011,,,,
1,Bogura,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current account
4,Adamdighi,6,68,42216,2216
5,Bogra sadar,30,533,188100,32727
6,Dhunat,3,26,29048,3117
7,Gabtali,8,58,49333,1732
8,Dhupchanchia,9,83,38499,3387
9,Kahaloo,3,30,12672,1438
10,Nandigram,4,37,8110,770
11,Sariakandi,3,34,45585,1077
12,Sherpur,8,96,58373,7920
13,Shibganj,16,159,126061,2380
14,Sonatola,5,60,27577,3099
15,Shajahanpur,8,72,33234,1926
16,Total,103,1256,658808,61789
