,0,1,2,3,4,5
0,"Number of cinema hall, registered club, auditorium, public library and orphanage 2011",,,,,
1,Upazila,Cinema hall,Registered club,Library,Orphanage,Auditorium
2,Bhaluka,2,112,0,3,0
3,Dhubaura,0,31,0,2,2
4,Fulbaria,1,60,1,16,0
5,Gaffargaon,6,93,0,12,1
6,Gauripur,4,79,0,2,1
7,Haluaghat,1,2,0,2,1
8,Ishwargonj,2,75,0,6,1
9,Muktagacha,3,97,0,8,1
10,Mymensingh Sadar,5,164,1,5,8
11,Nandail,1,43,0,6,0
12,Phulpur,2,166,0,8,1
13,Trishal,5,29,1,3,1
14,Total,32,951,3,73,17
