,0,1,2,3,4,5
0,Land area based on utilization 2008,,,,,
1,,,,,,
2,Upazila,Operated area,Permanent cropped area,Temporary cropped area,Permanent fallow area,Others
3,Bhaluka,86227,10061,55628,1120,20513
4,Dhobaura,54416,181,44756,125,3855
5,Fulbaria,84594,2931,62369,284,10094
6,Gaffargaon,85451,1475,65955,633,17388
7,Gauripur,64986,834,49733,166,11382
8,Haluaghat,80982,432,65101,82,1720
9,Ishwargonj,69339,614,54808,195,13764
10,Muktagacha,66693,1656,48327,224,14359
11,Mymensingh Sadar,84148,1467,61805,1122,29321
12,Nandail,77174,1253,59925,239,15990
13,Phulpur,136898,1640,108853,320,24821
14,Trishal,76459,1727,55003,327,19402
15,Total,967368,24269,732262,4838,200311
