,0,1,2,3,4,5
0,Land area based on utilization 2008,,,,,
1,"
Upazila",Operated area,Permanent cropped area,Temporary cropped area,Permanent fallow area,"
Others"
2,Atpara,37453,385,30768,93,6300
3,Barhatta,44556,810,36988,78,6758
4,Durgapur,51564,742,42122,196,8700
5,Kalmakanda,67307,165,57128,146,10009
6,Kendua,70769,685,58352,156,11732
7,Khaliajuri,37922,35,35097,594,2790
8,Madan,46728,285,41550,191,4893
9,Mohanganj,47166,230,41233,142,5703
10,Netrokona Sadar,69204,676,55235,244,13293
11,Purbadhala,69046,870,56419,167,11757
12,Total,541709,4882,454892,2007,81935
