,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,"
Upazila",Primary school,Primary school,Primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,"
Upazila",Govt.,"Non-
govt.",Total,Govt.,"Non-
govt.",Total,Govt.,"Non-
govt.",Total,Students per teacher
3,Atpara,0,0,0,0,0,0,0,0,0,0
4,Barhatta,0,0,0,0,0,0,0,0,0,0
5,Durgapur,6,2,8,37,7,44,2111,521,2632,60
6,Kalmakanda,0,0,0,0,0,0,0,0,0,0
7,Kendua,2,6,8,18,20,38,1108,1154,2262,60
8,Khaliajuri,0,0,0,0,0,0,0,0,0,0
9,Madan,3,3,6,23,12,35,1217,417,1634,47
10,Mohanganj,4,4,8,41,14,55,2491,801,3292,59
11,Netrokona Sadar,22,3,25,148,12,160,5556,485,6061,38
12,Purbadhala,0,0,0,0,0,0,0,0,0,0
13,Total,37,18,55,267,65,332,12483,3378,15881,48
