,0,1,2,3,4,5,6,7,8
0,"Number of agricultural and veterinary college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Bauphal,0,0,0,0,0,0,0,0
4,Dashmina,0,0,0,0,0,0,0,0
5,Dumki,0,0,0,0,0,0,0,0
6,Galachipa,1,12,7,19,205,112,317,17
7,Kalapara,0,0,0,0,0,0,0,0
8,Mirzaganj,0,0,0,0,0,0,0,0
9,Patuakhali Sadar,0,0,0,0,0,0,0,0
10,Total,1,12,7,19,205,112,317,17
