,0,1,2,3,4
0,Area and production at Rubber cultivation in following years,,,,
1,Chittagong,,,,
2,(Production in metric ton),,,,
3,Upazila/City corporation,(Production in metric ton) - 2010-11 - Area,(Production in metric ton) - 2010-11 - Production,(Production in metric ton) - 2009-10 - Area,(Production in metric ton) - 2009-10 - Production
4,Anowara,0,0,0,0
5,Banshkhali,0,0,0,0
6,Boalkhali,100,109,100,100
7,Chandanaish,0,0,0,0
8,Chittagong City Corporation,0,0,0,0
9,Fatikchhari,11337,1101,11337,1101
10,Hathazari,0,0,0,0
11,Lohagara,0,0,0,0
12,Mirsharai,0,0,0,0
13,Patiya,0,0,0,0
14,Rangunia,0,0,0,0
15,Raozan,10000,720,10000,690
16,Sandwip,0,0,0,0
17,Satkania,0,0,0,0
18,Sitakunda,0,0,0,0
19,Total,21437,1930,21437,1891
