,0,1,2,3,4,5,6
0,Annual average wholesale price of selected building material 2011,,,,,,
1,(Price in taka),(Price in taka),(Price in taka),(Price in taka),(Price in taka),(Price in taka),(Price in taka)
2,Upazila,"Brick-01
(per1000)","Cement
(per 50 kg bag)","Iron bar
(per ton)","Sand-01
(per c.f.t.)","Sand -02
(per c.f.t.)","Stone
(per c.f.t.)"
3,Dimla,7000,462,66000,325,10,100
4,Domar,5500,480,69000,10,6,80
5,Jaldhaka,6000,450,65000,26,8,70
6,Kishorgonj,6000,440,58000,35,12,115
7,Nilphamary Sadar,6000,375,55620,31,11,100
8,Sayedpur,5500,440,58000,26,15,95
9,Average,6000,450,62000,26,12,90
