,0,1,2,3,4,5,6,7,8
0,"Number of filling station, fire brigade station, police station,  camp, union land (tohsil) office, bop (BGB camp), cyber cafe 2011",,,,,,,,
1,"
Upazila","
Filling Station",Fire brigade station,Police Station/ Camp,"Union Land
(Tohsil) office",Sub- registry office,"BOP (BGB
camp)","
ISP
provider","
Cyber cafe"
2,Bhola Sadar,3,1,3,10,1,0,10,6
3,Burhanuddin,0,1,1,9,1,0,0,0
4,Char Fasson,0,1,3,8,2,0,0,8
5,Daulatkhan,0,1,2,7,1,0,2,2
6,Lalmohan,1,1,2,7,1,0,0,6
7,Manpura,0,0,1,3,1,0,0,3
8,Tazumuddin,0,0,2,5,1,0,5,0
9,Total,4,5,14,49,8,0,17,25
