,0,1,2,3,4,5,6,7
0,"Number of private (non-registered) primary school (class 1-V), teacher and student 2011",,,,,,,
1,,,,,,,,
2,Upazila,Number of Non-govt primary school,Number of teacher MaleI Female I Total,Number of student MaleI Female I Total,Students per teacher,,,
3,Gazaria	0,0,0,0,0,0.0,0.0,0.0
4,Lauhajang,2,2,4,61,64.0,125.0,31.0
5,Munshiganj Sadar	0,0,0,0,0,0.0,0.0,0.0
6,Serajdikhan	6,lJ,13,24,376,439.0,814.0,34.0
7,Sreenag ar	1,,2,3,75,86.0,161.0,54.0
8,T o n gi b ari	1,2,2,4,74,102.0,176.0,44.0
9,Total	9,16,19,35,586,691.0,1276.0,36.0
