,0,1,2,3,4,5,6,7,8
0,"Number of secondary school  college (operating jointly), teacher and student by municipality 2011",,,,,,,,
1,Sirajganj,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of  institute,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Belkuchi,0,0,0,0,0,0,0,0
5,Kazipur,0,0,0,0,0,0,0,0
6,Royganj,0,0,0,0,0,0,0,0
7,Shahjadpur,0,0,0,0,0,0,0,0
8,Sirajganj Sadar,2,20,4,24,340,287,627,26
9,Ullahpara,2,42,11,53,1015,1555,2570,48
10,Total,4,62,15,77,1355,1842,3197,42
