,0,1,2,3,4,5,6,7,8
0,"Number of Non government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Bholahat,4,101,12,113,445,511,956,8
4,Chapai Nawabganj Sadar,12,335,65,400,3478,3613,7091,18
5,Gomastapur,11,264,23,287,2418,2391,4809,17
6,Nachole,9,180,18,198,1114,1557,2671,13
7,Shibganj,17,550,52,602,3072,1381,4453,7
8,Total,53,1430,170,1600,10527,9453,19980,12
