,0,1,2,3,4,5,6,7,8
0,"Number of registered primary school (class I-V), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Number of registered primary school,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
3,Akhaura,18,45,38,83,2150,2500,4650,56
4,Ashuganj,13,14,33,47,1645,1948,3593,76
5,Banchharampur,37,63,63,126,3114,3891,7505,60
6,Bijoynagar,35,59,81,140,4164,4245,8409,60
7,Brahmanbaria Sadar,66,65,121,186,6460,7153,13613,73
8,Kasba,72,70,175,245,7698,7445,15143,62
9,Nabinagar,72,192,159,251,9278,9845,19123,76
10,Nasirnagar,35,70,55,125,4500,4700,9200,74
11,Sarail,48,94,48,142,6757,5657,13314,94
12,Total,396,672,773,1345,45766,47384,94550,70
