,0,1,2,3,4,5
0,Number of small scale and cottage industry 2011,,,,,
1,,,,,,
2,Upazila,Small scale and cottage industry Weaving/ handloom,Small scale and cottage industry Husking crafts mill,Small scale and cottage industry Handy,Small scale and cottage industry Pottery,Small scale and cottage industry Others
3,Akhaura,0,5000,0,50,0
4,Ashuganj,0,350,0,0,0
5,Banchharampur,3005,1242,28,0,0
6,Bijoynagar,0,0,0,0,0
7,Brahmanbaria Sadar,7,16000,7,95,0
8,Kasba,0,2866,0,0,6
9,Nabinagar,60,1575,60,70,7
10,Nasirnagar,5,26,5,0,0
11,Sarail,0,300,10,60,0
12,Total,3077,27359,110,275,13
