,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,Kishoreganj,,,,,,,,,
2,,,,,,,,,,
3, Upazila,Small scale and cottage industry - Weaving/H andloom,Small scale and cottage industry -  Handy,Small scale and cottage industry - Husking crafts Mill,Small scale and cottage industry - Goor processing,Small scale and cottage industry - Biri Factory,Small scale and cottage industry - Salt processing,Small scale and cottage industry - Dry fish processing,Small scale and cottage industry -  Pottery,Small scale and cottage industry -  Others
4,Austagram,0,0,593,0,0,0,0,0,0
5,Bajitpur,0,0,1500,0,0,0,15,50,0
6,Hossainpur,0,0,45,0,0,0,0,20,10
7,Itna,0,587,185,0,0,0,65,72,265
8,Karimganj,0,155,230,0,0,0,94,28,0
9,Katiadi,2,350,400,0,0,0,0,210,300
10,Kishoreganj Sadar,0,0,712,0,1,0,0,10,161
11,Kuliar-char,0,0,56,0,0,0,12,4,2
12,Mithamain,0,0,51,0,0,0,115,0,0
13,Nikli,0,0,140,0,0,0,120,30,12
14,Pakundia,1,1250,20,0,0,0,10,15,185
15,Tarail,0,0,290,0,0,0,5,29,0
16,Bhairab,0,2450,40,0,4,0,0,0,279
17,Total,3,4792,4262,0,5,0,436,468,1214
