,0,1,2,3,4
0,Number of semi-auto rice mill and person engaged 2011,,,,
1,,,,,
2,Upazila,Unit,Person engaged,Person engaged,Person engaged
3,Upazila,Unit,Male,Female,Total
4,Adarsha Sadar,4,16,6,22
5,Barura,0,0,0,0
6,Brahmanpara,0,0,0,0
7,Burichang,0,0,0,0
8,Chandina,0,0,0,0
9,Chauddagram,0,0,0,0
10,Comilla Sadar Dakshin,0,0,0,0
11,Daudkandi,0,0,0,0
12,Debidwar,0,0,0,0
13,Homna,0,0,0,0
14,Laksam,0,0,0,0
15,Monoharganj,0,0,0,0
16,Meghna,0,0,0,0
17,Muradnagar,0,0,0,0
18,Nangalkot,0,0,0,0
19,Titas,0,0,0,0
20,Total,4,16,6,22
