,0,1,2,3,4,5
0,"Number of hat-bazar, growth centre, hotel & restaurant 2011",,,,,
1,Upazila,Daily bazar,Weekly hat,Growth centre,Restaurant,Hotel (residential)
2,Adarsha Sadar,19,27,4,1722,27
3,Barura,7,46,5,345,0
4,Brahmanpara,14,22,4,175,1
5,Burichang,35,35,2,3560,3
6,Chandina,27,12,5,22,0
7,Chauddagram,2,40,6,495,1
8,Comilla Sadar Dakshin,4,21,4,186,7
9,Daudkandi,5,20,5,62,2
10,Debidwar,16,16,2,206,5
11,Homna,13,13,6,250,0
12,Laksam,5,20,3,85,5
13,Monoharganj,9,27,4,72,0
14,Meghna,15,8,0,22,0
15,Muradnagar,54,34,6,256,1
16,Nangalkot,22,40,8,1470,0
17,Titas,18,5,3,16,0
18,Total,265,386,67,8944,52
