,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative Bank 2011,,,,,,,,,,
1,Barisal,,,,,,,,,,
2,,,,,,,,,,,
3,Upazila/city corporation,Krishi Bank Number of branch Number of branch,Krishi Bank Account S.D,Krishi Bank Account C.D,Krishi Bank Account F.D,Krishi Bank Account S.T.D,Co-operative Bank Number of branch Number of branch,Co-operative Bank Account S.D,Co-operative Bank Account C.D,Co-operative Bank Account F.D,Co-operative Bank Account S.T.D
4,Agailjhara,1,12640,79,71,6,0,0,0,0,0
5,Babuganj,1,2121,21,54,1,0,0,0,0,0
6,Bakerganj,4,14115,290,915,21,1,0,0,0,0
7,Banaripara,2,4628,97,719,9,1,2,0,3,0
8,Barisal city corporation,3,10714,153,769,34,1,0,0,0,0
9,Barisal Sadar,2,6063,17,94,11,0,0,0,0,0
10,Gaurnadi,2,4642,45,160,7,2,168,12,42,2
11,Hizla,1,3773,26,61,2,0,0,0,0,0
12,Mehendiganj,5,17580,220,725,45,0,0,0,0,0
13,Muladi,2,13483,170,410,340,0,0,0,0,0
14,Wazirpur,4,7513,81,258,15,1,0,0,0,0
15,Total,27,97272,1199,4236,491,6,170,12,45,2
