,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,,,,,,,,
2, Upazila, Current fallow,Temporary cropped area - Single,Temporary cropped area - Double,Temporary cropped area - Triple,Temporary cropped area - Net,Temporary cropped area - Gross,Productivity of crop
3,Biral,38,13893,45840,10455,70188,136938,195
4,Birampur,101,12728,19460,9814,42002,81090,193
5,Birganj,29,12538,52694,16942,82174,168752,205
6,Bochaganj,35,13140,23878,7581,44599,83639,188
7,Chirirbandar,119,13783,44446,9299,67528,130572,193
8,Dinajpur Sadar,47,10208,41800,18558,70566,149482,212
9,Fulbari,19,7567,34957,4438,46962,90795,193
10,Ghoraghat,31,2500,25703,2210,30413,60536,199
11,Hakimpur,14,1550,17256,1965,20771,41957,202
12,Kaharole,30,7726,26502,5770,39998,78040,195
13,Khansama,53,6902,21492,7144,35538,71318,201
14,Nawabganj,59,12324,40995,7467,60786,116715,192
15,Parbatipur,95,13494,61461,7891,82846,160089,193
16,Total,670,128353,456484,109534,694371,1369923,197
