,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2,Upazila,Primary school Govt.,Primary school Non- govt.,Primary school Total,Number of teacher Govt.,Number of teacher Non- govt.,Number of teacher Total,Number of student Govt.,Number of student Non- govt.,Number of student Total,Students per teacher
3,Atwari,0,0,0,0,0,0,0,0,0,0
4,Boda,5,3,8,30,12,42,1429,425,1854,44
5,Debiganj,0,0,0,0,0,0,0,0,0,0
6,Panchagarh Sadar,6,8,14,48,32,80,1925,2106,4031,50
7,Tentulia,0,0,0,0,0,0,0,0,0,0
8,Total,11,11,22,78,44,122,3354,2531,5885,48
