,0,1,2,3,4,5,6
0,Daily average wage rate of construction labour 2011,,,,,,
1,Habiganj,,,,,,
2,(Rate in taka),,,,,,
3, Upazila,Labour - Mason,Labour - Helper (Jogaly),Labour - Carpenter,Labour - Colour,Labour - Electric,Labour - Plumber
4,Azmirigonj,250,200,300,350,350,400
5,Bahubal,250,150,300,300,500,500
6,Baniachang,300,180,300,400,400,500
7,Chunarughat,300,180,250,300,400,400
8,Habiganj Sadar,300,200,300,400,400,400
9,Lakhai,300,200,300,300,300,300
10,Madhabpur,400,250,400,350,500,500
11,Nabiganj,250,150,250,300,300,250
12,Average,294,189,300,338,394,406
