,0,1,2,3,4,5,6,7,8
0,"Number of filling station, fire brigade station, police station, camp, union land (tohsil) office, BOP (BGB camp), cyber cafe 2011",,,,,,,,
1,Pirojpur,,,,,,,,
2,,,,,,,,,
3,Upazila,Filling station,Fire brigade station,Police station/ camp,Union land (tohsil) office,Sub- registry office,BOP (BGB camp),ISP provider,Cyber cafe
4,Bhandaria,0,1,1,7,1,0,0,6
5,Kawkhali,0,1,1,5,1,0,0,3
6,Mathbaria,0,1,2,11,1,0,0,8
7,Nazirpur,1,1,3,8,1,0,0,4
8,Nesarabad,0,1,3,10,1,0,0,0
9,Pirojpur Sadar,2,1,1,8,1,0,0,11
10,Zianagar,0,0,2,3,1,0,0,0
11,Total,3,6,13,52,7,0,0,32
