,0,1,2,3,4,5,6,7,8
0,"Number of Non government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Baliakandi,6,125,40,165,1563,1645,3208,19
4,Goalanda,2,53,20,73,665,900,1565,21
5,Kalukhali,3,122,9,131,1105,966,2071,16
6,Pangsha,8,207,42,249,4428,2893,7321,29
7,Rajbari Sadar,1,40,22,62,922,388,1310,21
8,Total,20,547,133,680,8683,6792,15475,21
