,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,"
Upazila",Name of land/river/ sea port,Name of Important or historical/tourist place/object,"Name of important
/famous crop or food production","Distance between district head quarter & upazila
by road (km)"
2,Bagerhat Sadar,Bagerhat,"Khan Jahan Ali majar
Shat Gomboj Moshjid","Paddy, Betal leaf",2
3,Kachua,-,-,"Potato, Coconut",16
4,Rampal,-,Jolmolia deghe,"Paddy, fish",26
5,Sarankhola,Raynda Mondir,Sundarbon,Paddy,52
6,Chitalmari,-,-,Boro,25
7,Morrelgonj,Morolgonj,Kali Chand Majar,Paddy,25
8,Mongla,Sea port,Maharsha Majar,prawn,55
9,Mollahat,-,Odaram Asma kandi,Boro paddy,50
10,Fakirhat,-,-,-,22
