,0,1,2,3,4,5,6,7,8
0,"Number of kawmi madrasah, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Bhedarganj,0,0,0,0,0,0,0,0
4,Damudya,0,0,0,0,0,0,0,0
5,Gosairhat,0,0,0,0,0,0,0,0
6,Naria,4,31,5,36,150,18,168,5
7,Shariatpur Sadar,11,55,0,55,1280,420,1700,31
8,Zanjira,6,25,0,25,700,550,1250,50
9,Total,21,111,5,116,2130,988,3118,27
