,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,,,,,,,,
2, Upazila, Pond, Dighee, River flow,Flood camp/ shelter,Cyclone shelter,Stadium/ playground,Park/ amusement park
3,Daulotpur,474,0,2,0,0,17,0
4,Gheor,2121,0,3,0,0,0,0
5,Horirampur,1047,0,2,29,0,22,0
6,Manikganj Sadar,1504,0,2,3,0,18,1
7,Saturia,1420,11,3,0,0,15,2
8,Shibalaya,1528,0,2,0,0,22,0
9,Singair,1217,7,4,0,0,25,1
10,Total,9311,18,18,32,0,119,4
