,0,1,2,3,4,5,6,7
0,Average price of selected item 2011,,,,,,,
1,Bagerhat,,,,,,,
2,"(Price unit per kg, taka)",,,,,,,
3,Upazila,Fine rice (minicate),Medium rice,Coarse rice (normal),Wheat,Coarse flour (Aata),Potato,Soyabean oil
4,Bagerhat Sadar,42,33,28,21,32,12,115
5,Kachua,42,33,28,24,26,12,134
6,Rampal,38,30,28,22,30,15,120
7,Sharonkhola,40,32,26,16,22,12,128
8,Chitolmari,45,35,28,22,26,14,138
9,Morrelgonj,44,36,30,20,35,13,135
10,Mongla,52,38,32,28,32,12,120
11,Mollahat,42,36,28,20,26,13,132
12,Fakirhat,45,36,30,20,25,10,130
13,Average,43,34,29,21,28,13,128
