,0,1,2,3,4,5,6
0,"Area and production of tomato, radish and bean 2010-11",,,,,,
1,Sylhet,,,,,,
2,(Area in acre and production in metric ton),,,,,,
3,Upazila/City Corporation,Tomato Area,Tomato Production,Radish Area,Radish Production,Bean Area,Bean Production
4,Balaganj,82,289,39,38,60,129
5,Beanibazar,52,189,72,243,74,176
6,Bishwanath,50,100,210,820,58,58
7,Companiganj,112,141,504,789,135,106
8,Dakhin Surma,30.5,92.4,0,0,17,20
9,Fenchuganj,28,84,97,339.5,27,9.18
10,Golapganj,55,111,52,23,167,339
11,Gowainghat,287,522.34,238,424.84,368,401.12
12,Jaintiapur,55,2,552,1.8,89,1.5
13,Kanaighat,506,3500,618,3800,741,3600
14,Sylhet City Corporation,0,0,0,0,0,0
15,Sylhet Sadar,420,4250,383,10075,445,3060
16,Zakiganj,123,250,120,1500,1,200
17,Total,1800.5,9530.74,2885,18054.14,2182,8099.8
