,0,1,2,3,4,5,6
0,"Number of bridge, baily bridge, culvert, pool, shako, etc. 2011",,,,,,
1,Upazila/City corporation,Bridge,Baily bridge,Culvert,Pool,Shako,Others
2,Anowara,7,4,280,10,5,0
3,Banshkhali,6,4,620,0,10,4
4,Boalkhali,170,2,480,25,4,0
5,Chandanaish,15,4,470,0,83,0
6,Chittagong City Corp.,30,9,232,40,5,5
7,Fatikchhari,120,4,415,137,87,0
8,Hathazari,5,2,485,0,0,0
9,Lohagara,68,11,740,0,0,0
10,Mirsharai,17,4,96,44,19,123
11,Patiya,187,0,454,245,0,0
12,Rangunia,10,10,5,0,45,0
13,Raozan,0,3,346,248,0,0
14,Sandwip,890,0,1012,370,230,17
15,Satkania,48,4,187,0,32,0
16,Sitakunda,756,3,0,0,1,0
17,Total,2329,64,5822,1119,521,149
