,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,Upazila/City corporation,UREA,TSP,MP,DAP,Others
2,Anowara,3700,500,300,120,65
3,Banshkhali,6670,4970,3500,725,2672
4,Boalkhali,2013,991,991,0,0
5,Chandanaish,10053,2099,926,497,0
6,Chittagong City Corp.,0,0,0,0,0
7,Fatikchhari,5100,750,450,100,25
8,Hathazari,4200,620,444,350,633
9,Lohagara,4425,300,250,110,0
10,Mirsharai,5900,900,504,350,70
11,Patiya,4946,723,393,113,0
12,Rangunia,4900,800,330,200,280
13,Raozan,4000,500,240,700,300
14,Sandwip,1,0,0,0,0
15,Satkania,5200,850,400,200,271
16,Sitakunda,5491,2743,1371,1115,475
17,Total,66599,16746,10098,4580,4791
