,0,1,2,3,4,5
0,"Number of ward, mahalla and household by municipality 2011",,,,,
1,"Upazila/City
corporation","Name of
municipality",Total ward,Total mahalla,Total holding,Total household
2,Anowara,-,0,0,0,0
3,Banshkhali,Banshkhali,9,38,6481,7378
4,Boalkhali,--,0,0,0,
5,Chandanaish,Chandanaish,9,12,7421,6852
6,Chittagong City Corp.,-,41,234,0,558097
7,Fatikchhari,Fatikchhari,0,0,0,0
8,Hathazari,---,0,0,0,0
9,Lohagara,--,0,0,0,0
10,Mirsharai,Mirsarai and Barohar hat,18,41,4174,5906
11,Patiya,Patiya,9,13,0,10613
12,Rangunia,Rangunia,9,22,4660,12059
13,Raozan,Raozan,9,17,10225,11460
14,Sandwip,Sandwip,9,10,78011,10658
15,Satkania,Satkania,9,19,0,10271
16,Sitakunda,Sitakunda,9,24,6620,9017
17,Total,-,131,430,117592,642311
