,0,1,2,3,4,5,6
0,"Area and production of pepper, onion and garlic 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila/City corporation,Pepper,Pepper,Onion,Onion,Garlic,Garlic
3,Upazila/City corporation,Area,Production,Area,Production,Area,Production
4,Anowara,93,36,10,14,2,2
5,Banshkhali,290,107,8,26,0,0
6,Boalkhali,79,30,3,2,0,0
7,Chandanaish,278,166,37,99,15,25
8,Chittagong City Corp.,26,8,0,0,0,0
9,Fatikchhari,7411,360,50,152,25,65
10,Hathazari,457,220,6,12,2,2
11,Lohagara,345,140,14,18,7,7
12,Mirsharai,1090,472,7,14,4,4
13,Patiya,138,47,17,24,6,7
14,Rangunia,692,335,5,15,1,1
15,Raozan,518,207,0,0,0,0
16,Sandwip,1715,386,11,15,4,1
17,Satkania,383,208,20,46,13,25
18,Sitakunda,39,12,1,0,1,0
19,Total,13554,2734,188,436,79,139
