,0,1,2,3,4,5,6,7,8
0,Number of warehouse and their storage capacity 2011,,,,,,,,
1,(Capacity in Metric tons),,,,,,,,
2, Upazila,Food Godown - Number,Food Godown - Capacity,Fertilizer Godown - Number,Fertilizer Godown - Capacity,Jute Godown - Number,Jute Godown - Capacity,Other Godown - Number,Other Godown - Capacity
3,Bhola Sadar,2,2750,2,3250,0,0,1,0
4,Burhanuddin,6,6200,0,0,0,0,0,0
5,Char Fasson,10,7000,0,0,0,0,0,0
6,Daulatkhan,2,1300,1,650,0,0,0,0
7,Lalmohan,4,4750,0,0,0,0,0,0
8,Manpura,0,0,0,0,0,0,0,0
9,Tazumuddin,2,2000,2,150,0,0,0,0
10,Total,26,24000,5,4050,0,0,1,0
