,0,1,2,3,4,5,6,7,8
0,Number of ebtedayee madrasah 2011,,,,,,,,
1,,,,,,,,,
2, Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Dhaka Metropolitan,88,163,6,169,2832,2335,5167,31
4,Dhamrai,2,8,2,10,90,60,150,15
5,Dohar,5,16,0,16,455,170,625,39
6,Keraniganj,7,30,8,38,398,276,674,18
7,Nawabganj,1,4,0,4,58,32,90,23
8,Savar,13,50,2,52,2125,1929,4054,78
9,Total,116,271,18,289,5958,4802,10760,37
